,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
705,706,2012-12-06,winter,2012,12,Not Holiday,4,Workingday,Clear Cloudy,10.489152999999998,12.9102,50.875,11.708518,340.0,5035,5375.0
706,707,2012-12-07,winter,2012,12,Not Holiday,5,Workingday,Mist Cloudy,13.154152999999999,16.097900000000003,76.4167,8.7502,349.0,4659,5008.0
707,708,2012-12-08,winter,2012,12,Not Holiday,6,Weekend/Holiday,Mist Cloudy,15.648347,19.4754,91.125,6.792393,1153.0,4429,5582.0
708,709,2012-12-09,winter,2012,12,Not Holiday,0,Weekend/Holiday,Mist Cloudy,15.750846999999998,19.5073,90.5417,10.584325,441.0,2787,3228.0
709,710,2012-12-10,winter,2012,12,Not Holiday,1,Workingday,Mist Cloudy,17.869153,21.77875,92.5,12.750636,329.0,4841,5170.0
710,711,2012-12-11,winter,2012,12,Not Holiday,2,Workingday,Mist Cloudy,14.486653,16.91815,59.66669999999999,19.834478999999998,282.0,5219,5501.0
711,712,2012-12-12,winter,2012,12,Not Holiday,3,Workingday,Mist Cloudy,12.1975,14.8669,53.833299999999994,10.916779,310.0,5009,5319.0
712,713,2012-12-13,winter,2012,12,Not Holiday,4,Workingday,Clear Cloudy,12.129153,14.7094,48.5833,11.666643,425.0,5107,5532.0
713,714,2012-12-14,winter,2012,12,Not Holiday,5,Workingday,Clear Cloudy,11.548347,14.7096,64.29169999999999,8.792343,429.0,5182,5611.0
714,715,2012-12-15,winter,2012,12,Not Holiday,6,Weekend/Holiday,Clear Cloudy,13.290847,16.91915,65.0417,7.12545,767.0,4280,5047.0
715,716,2012-12-16,winter,2012,12,Not Holiday,0,Weekend/Holiday,Mist Cloudy,14.862499999999999,18.4969,83.875,6.749714,538.0,3248,3786.0
716,717,2012-12-17,winter,2012,12,Not Holiday,1,Workingday,Mist Cloudy,16.126653,20.075000000000003,90.7083,6.583306100000001,212.0,4373,4585.0
717,718,2012-12-18,winter,2012,12,Not Holiday,2,Workingday,Clear Cloudy,16.844153,20.485400000000002,66.625,14.834067999999998,433.0,5124,5557.0
718,719,2012-12-19,winter,2012,12,Not Holiday,3,Workingday,Clear Cloudy,13.6325,17.1081,62.5417,12.334164000000001,333.0,4934,5267.0
719,720,2012-12-20,winter,2012,12,Not Holiday,4,Workingday,Mist Cloudy,13.530000000000001,16.760849999999998,66.79169999999999,8.875021,314.0,3814,4128.0
720,721,2012-12-21,spring,2012,12,Not Holiday,5,Workingday,Mist Cloudy,13.393346999999999,15.08835,55.666700000000006,25.083661000000003,221.0,3402,3623.0
721,722,2012-12-22,spring,2012,12,Not Holiday,6,Weekend/Holiday,Clear Cloudy,10.899153,11.80565,44.125,25.50095375,205.0,1544,1749.0
722,723,2012-12-23,spring,2012,12,Not Holiday,0,Weekend/Holiday,Clear Cloudy,10.079153,12.97355,51.5417,8.916561,408.0,1379,1787.0
723,724,2012-12-24,spring,2012,12,Not Holiday,1,Workingday,Mist Cloudy,9.483464,12.945,79.1304,5.1744368000000005,174.0,746,920.0
724,725,2012-12-25,spring,2012,12,Not Holiday,2,Weekend/Holiday,Mist Cloudy,11.943464,14.723249999999998,73.47829999999999,11.304642,440.0,573,1013.0
725,726,2012-12-26,spring,2012,12,Not Holiday,3,Workingday,Light Rain/Snow,9.976652999999999,11.01665,82.3333,21.208582,9.0,432,441.0
726,727,2012-12-27,spring,2012,12,Not Holiday,4,Workingday,Mist Cloudy,10.420846999999998,11.3321,65.29169999999999,23.458911,247.0,1867,2114.0
727,728,2012-12-28,spring,2012,12,Not Holiday,5,Workingday,Mist Cloudy,10.386652999999999,12.7523,59.0,10.416557,644.0,2451,3095.0
728,729,2012-12-29,spring,2012,12,Not Holiday,6,Weekend/Holiday,Mist Cloudy,10.386652999999999,12.120000000000001,75.29169999999999,8.333661,159.0,1182,1341.0
729,730,2012-12-30,spring,2012,12,Not Holiday,0,Weekend/Holiday,Clear Cloudy,10.489152999999998,11.584999999999999,48.3333,23.500518,364.0,1432,1796.0
730,731,2012-12-31,spring,2012,12,Not Holiday,1,Workingday,Mist Cloudy,8.849153,11.17435,57.75,10.374682,439.0,2290,2729.0
